MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
355967000,2023-01-01T00:03:29,29.65439,-91.10156,0.0,46.7,203.0,GAS INSPIRATION,IMO9333137,3EFX8,80.0,5.0,99.0,17.0,6.0,99.0,A
367799260,2023-01-01T00:04:23,29.7303,-95.05218,0.2,144.3,511.0,JANE L,,WDJ6586,31.0,0.0,17.0,6.0,,31.0,A
367389540,2023-01-01T00:14:10,28.92044,-95.34473,0.1,132.4,511.0,HOLY CROSS,,WDE7144,31.0,12.0,22.0,9.0,,57.0,A
366921840,2023-01-01T00:16:25,27.81824,-97.45709,3.6,60.8,511.0,PHILIP K,IMO7502344,WYG6823,31.0,0.0,29.0,9.0,5.0,52.0,A
316004969,2023-01-01T00:04:51,49.23855,-123.51306,1.5,24.6,511.0,CT TITAN,,,52.0,11.0,0.0,0.0,2.7,52.0,A
538008659,2023-01-01T00:06:23,27.62623,-83.0225,0.1,110.2,200.0,CLIPPER ALEXANDRIA,IMO9528017,V7A2630,70.0,1.0,180.0,28.0,8.0,70.0,A
319209400,2023-01-01T00:12:29,26.09767,-80.16734,0.0,161.8,218.0,RHINO,,ZGOG8,37.0,0.0,25.0,8.0,7.7,37.0,A
366813530,2023-01-01T00:10:03,34.07623,-119.51226,19.9,50.9,511.0,ISLANDER,,WDA4825,60.0,0.0,19.0,7.0,,60.0,A
366945050,2023-01-01T00:09:04,30.39775,-81.55203,0.0,274.7,511.0,STACY MCALLISTER,IMO8990457,WDB7607,31.0,0.0,33.0,8.0,3.7,52.0,A
367095660,2023-01-01T00:05:33,29.70633,-95.04077,0.1,326.5,268.0,STACY SHELBY,,WDC8962,31.0,0.0,22.0,7.0,,52.0,A
367004670,2023-01-01T00:09:31,37.90584,-122.37228,0.0,271.1,237.0,SAN JOAQUIN RIVER,IMO8842454,WDC3248,31.0,5.0,19.0,7.0,,52.0,A
566407000,2023-01-01T00:07:46,48.56453,-123.20187,16.4,345.4,343.0,APL LE HAVRE,IMO9461881,9V9375,70.0,0.0,349.0,45.0,15.5,71.0,A
367456770,2023-01-01T00:05:52,30.21236,-91.31862,0.0,250.1,197.0,COUSHATTA,,WDF4876,31.0,12.0,21.0,8.0,,57.0,A
366983290,2023-01-01T00:10:01,30.1515,-90.2485,0.0,273.4,511.0,GREGORY DAVID,,WDB9815,31.0,5.0,39.0,12.0,,52.0,A
367311830,2023-01-01T00:06:49,25.9551,-97.39447,0.0,243.8,85.0,SIGNET RANGER,,WDD9465,31.0,0.0,22.0,7.0,,52.0,A
368782000,2023-01-01T00:09:57,32.85133,-79.94704,0.0,0.0,511.0,CG WILLOW,IMO9155547,NIIW,90.0,5.0,68.0,14.0,4.0,55.0,A
367113160,2023-01-01T00:13:32,29.79058,-95.06396,0.0,63.0,222.0,RONNIE ROGERS,,WDD2270,31.0,12.0,26.0,9.0,,31.0,A
338363829,2023-01-01T00:00:55,26.10567,-80.11211,0.0,208.3,511.0,H2O THERAPY,IMO0000000,,37.0,,16.0,4.0,,,B
338075000,2023-01-01T00:11:48,33.2127,-117.39473,0.0,4.4,511.0,WHITE BIRD,,WDJ7320,37.0,,13.0,,,,B
338202988,2023-01-01T00:11:39,30.67114,-81.46921,0.1,360.0,511.0,CAYENNE,,,36.0,,13.0,,,,B
367182120,2023-01-01T00:10:13,29.98668,-90.39942,0.0,296.7,321.0,AVA CLAIRE,,WDJ2338,31.0,12.0,24.0,9.0,,11.0,A
367505040,2023-01-01T00:02:11,30.02151,-93.98809,0.0,225.6,511.0,RED RIVER EXPRESS,,WDF9426,31.0,12.0,24.0,9.0,,57.0,A
338145626,2023-01-01T00:09:42,47.29652,-122.42346,0.0,12.7,511.0,KNOT RETIRED,,,37.0,,16.0,,,,B
367122290,2023-01-01T00:03:24,29.733,-95.02083,0.0,354.7,511.0,ILLINI COURAGE,,WDJ2366,31.0,0.0,18.0,7.0,,31.0,A
367129670,2023-01-01T00:11:33,39.64072,-91.25381,2.6,145.5,511.0,COWBOY CARL,,WDC2897,31.0,0.0,42.0,8.0,,31.0,A
368247280,2023-01-01T00:08:06,27.36968,-82.61874,0.0,360.0,511.0,FOREVER YOUNG,IMO0000000,WDW8875,37.0,,14.0,4.0,,,B
636019929,2023-01-01T00:16:00,37.70915,-122.32893,0.2,259.3,340.0,IMPERIAL,IMO9400849,D5WV3,80.0,1.0,180.0,32.0,8.4,80.0,A
367356340,2023-01-01T00:08:48,30.41317,-88.88018,0.0,160.7,511.0,SEA LION I,IMO8941468,WCY4101,30.0,,25.0,7.0,,,B
368075450,2023-01-01T00:05:30,29.72098,-95.24976,0.0,308.2,123.0,VELLE DEVALL,,WDK6529,52.0,0.0,20.0,10.0,3.1,52.0,A
338180022,2023-01-01T00:05:54,37.5123,-122.19271,0.0,83.1,511.0,MI AMOR,,,37.0,,17.0,,,,B
368277530,2023-01-01T00:02:54,40.64383,-74.11331,0.0,135.0,233.0,MISS MADELINE,,WDN4052,52.0,5.0,22.0,8.0,2.8,52.0,A
367016480,2023-01-01T00:04:42,33.21568,-87.56937,3.3,68.2,68.0,THELMA PARKER II,,WDC3929,31.0,12.0,39.0,10.0,,31.0,A
367702480,2023-01-01T00:08:03,30.5242,-91.21196,0.0,304.4,259.0,SAFETY PRIDE,,WDI4832,31.0,0.0,21.0,8.0,,57.0,A
367485260,2023-01-01T00:06:10,32.68978,-117.13877,0.0,360.0,511.0,PERSUADER,,WDF7513,0.0,11.0,16.0,5.0,0.0,0.0,A
367652270,2023-01-01T00:01:52,27.36927,-82.61817,0.0,298.7,511.0,GOWIN PLACES IV,,WDH7853,37.0,,18.0,,,,B
367748330,2023-01-01T00:17:13,30.42541,-88.54658,0.0,227.8,511.0,NAVIGATOR,,WDI9407,31.0,0.0,30.0,9.0,,21.0,A
367182730,2023-01-01T00:00:09,27.82507,-97.26996,0.1,254.3,511.0,MR THOMAS,,WDD7163,31.0,0.0,19.0,7.0,,52.0,A
319732000,2023-01-01T00:13:23,18.33674,-64.9219,0.0,27.0,222.0,LADY L,IMO9653044,ZGCF,37.0,5.0,44.0,9.0,2.9,37.0,A
366996720,2023-01-01T00:06:35,30.4699,-91.74215,0.0,70.4,341.0,LOU NATARO,,WDC2714,31.0,0.0,24.0,8.0,,52.0,A
319017300,2023-01-01T00:11:59,26.09035,-80.17577,0.0,251.5,511.0,DREAM CHASER,,ZCFW,37.0,0.0,0.0,0.0,2.0,37.0,A
368262250,2023-01-01T00:01:08,29.95457,-90.29773,2.7,194.4,201.0,RODNEY HAGEBOLS,IMO1325577,WDN2452,52.0,0.0,20.0,9.0,2.9,52.0,A
368293000,2023-01-01T00:01:09,47.63007,-122.38205,0.0,347.2,179.0,ALASKA OCEAN,IMO8030477,KRCT,30.0,0.0,114.0,18.0,3.6,30.0,A
367585560,2023-01-01T00:00:01,48.51118,-122.60792,0.0,287.8,511.0,HENRY ISLAND,,WDG9218,60.0,0.0,20.0,7.0,,70.0,A
356312000,2023-01-01T00:06:18,23.22127,-82.2121,11.2,258.0,260.0,MARIA H,IMO9571650,HP6341,70.0,0.0,179.0,28.0,9.5,70.0,A
367614860,2023-01-01T00:15:51,30.28001,-89.04903,6.8,85.2,89.0,SHERIDAN A,,WDH9115,31.0,0.0,26.0,,,57.0,A
316047722,2023-01-01T00:05:32,49.46154,-122.88616,0.0,22.3,511.0,AS YOU WISH II,IMO0000000,,37.0,,17.0,4.0,,,B
338209006,2023-01-01T00:08:45,47.62159,-122.52047,0.0,360.0,511.0,LIVING OUR DREAM,IMO0000000,,37.0,,9.0,3.0,,,B
368186910,2023-01-01T00:05:39,26.87251,-80.06639,7.8,163.2,511.0,CITY HANDS,IMO0000000,,37.0,,20.0,5.0,,,B
309369000,2023-01-01T00:09:23,38.71333,-74.96802,7.8,140.0,142.0,SWAN ACE,IMO9338826,C6WV4,70.0,0.0,199.0,32.0,9.8,70.0,A
316011736,2023-01-01T00:05:23,49.17827,-123.93223,0.1,48.2,40.0,NANAIMO PORTSECURITY,,,50.0,0.0,,,,50.0,A
367537710,2023-01-01T00:06:52,30.00893,-93.98616,0.0,259.7,211.0,POINT MALLARD,,WDG4546,31.0,12.0,23.0,,,57.0,A
367717440,2023-01-01T00:00:04,37.02011,-88.25223,0.0,303.1,511.0,HAZEL DEMERY,,WDI6316,31.0,15.0,18.0,,,30.0,A
367502540,2023-01-01T00:01:19,29.93716,-90.00352,0.0,324.1,303.0,STEVE GOLDING,,WDF9182,31.0,12.0,33.0,9.0,,57.0,A
366982350,2023-01-01T00:03:24,28.93974,-90.0468,14.6,114.8,511.0,MS CHRISTINE,IMO9117026,WDI6837,60.0,0.0,46.0,9.0,,0.0,A
367420440,2023-01-01T00:01:11,38.6098,-90.18609,3.7,18.1,18.0,SUSAN K,,WDE9718,31.0,12.0,45.0,14.0,,57.0,A
367512920,2023-01-01T00:16:12,30.05939,-93.53373,4.0,270.7,272.0,SANDPIPER,,WDG2173,31.0,12.0,23.0,,,57.0,A
368129220,2023-01-01T00:14:46,35.35078,-93.40354,0.0,239.5,511.0,SANDPIPER,,WDL4208,33.0,15.0,52.0,8.0,0.0,33.0,A
368129280,2023-01-01T00:00:05,29.15926,-89.24827,0.0,0.0,511.0,PEGGY SUE,,WDL4216,99.0,15.0,0.0,0.0,0.0,99.0,A
367467980,2023-01-01T00:06:33,29.52879,-89.48921,0.0,286.9,511.0,MISS LUCY,,WDF5860,31.0,12.0,13.0,4.0,,31.0,A
367352890,2023-01-01T00:03:36,26.43807,-95.9742,7.4,264.5,511.0,SMITH PREDATOR,IMO9518775,WDE4416,31.0,0.0,26.0,9.0,3.1,31.0,A
367684110,2023-01-01T00:09:42,33.80116,-91.03679,3.6,176.5,511.0,LOGLOADER,,WDI3014,31.0,15.0,17.0,,,30.0,A
367175740,2023-01-01T00:05:48,29.14936,-90.20388,0.0,352.6,355.0,WILKIN A FALGOUT,IMO7114161,WDD6648,31.0,0.0,32.0,9.0,3.8,31.0,A
367374990,2023-01-01T00:09:50,29.94872,-90.05599,0.0,246.4,511.0,ALTRO DONNA,,WDF2942,31.0,0.0,17.0,7.0,,39.0,A
367057720,2023-01-01T00:03:37,37.11135,-88.6305,5.3,297.6,296.0,JEFFBOAT,,WDC6544,31.0,12.0,41.0,14.0,,57.0,A
366996740,2023-01-01T00:14:20,40.57145,-80.22915,0.0,50.0,153.0,LYDIA BRENT,,WDC2716,31.0,12.0,28.0,9.0,,57.0,A
367606910,2023-01-01T00:05:03,38.29545,-85.68188,7.5,57.8,59.0,KELLE B,,WDH3391,31.0,12.0,21.0,,,31.0,A
368214190,2023-01-01T00:01:03,29.94554,-90.22511,0.0,225.0,254.0,ERIN M BROOKS,IMO1279899,WDM8018,57.0,12.0,208.0,33.0,2.8,52.0,A
367153930,2023-01-01T00:01:13,47.1783,-122.64002,10.1,269.5,511.0,STEILACOOM II,,WDJ4656,60.0,0.0,60.0,20.0,,60.0,A
538002511,2023-01-01T00:07:42,29.77927,-90.01923,13.3,206.0,207.0,AJAX,IMO9296808,V7JF9,70.0,0.0,224.0,32.0,14.2,70.0,A
366960890,2023-01-01T00:00:08,34.71979,-76.69476,0.1,286.0,511.0,CAPE HENLOPEN,IMO7303889,WCJ9409,31.0,0.0,30.0,9.0,4.3,52.0,A
367356340,2023-01-01T00:02:48,30.41317,-88.88018,0.0,160.7,511.0,SEA LION I,IMO8941468,WCY4101,30.0,,25.0,7.0,,,B
368097150,2023-01-01T00:03:25,36.83763,-76.26786,0.0,360.0,511.0,G.L. 63,IMO0000000,WDK8763,33.0,,30.0,20.0,,,B
338926434,2023-01-01T00:13:34,21.30693,-157.87219,0.0,283.1,301.0,CGC WILLIAM HART,,NWMH,55.0,5.0,46.0,7.0,3.0,55.0,A
368926035,2023-01-01T00:05:35,38.65181,-90.17967,0.1,360.0,511.0,KIMMSWICK,,AENA,33.0,15.0,,,,33.0,A
368246230,2023-01-01T00:04:15,34.72168,-76.67024,0.0,109.6,511.0,F\VJAXON BELL,,WD8762,30.0,5.0,31.0,9.0,0.0,30.0,A
368031980,2023-01-01T00:03:43,35.11243,-85.20397,0.0,360.0,511.0,MEANT TO BE,IMO0000000,WDK2049,37.0,,15.0,5.0,,,B
367530590,2023-01-01T00:08:43,29.78865,-95.07702,0.0,248.5,3.0,CAPT PAUL E LORD,,WDG3876,31.0,12.0,20.0,,,52.0,A
316030941,2023-01-01T00:00:05,49.37826,-123.33275,0.0,360.0,511.0,COMMOCEAN,,,37.0,0.0,,,,37.0,A
477717300,2023-01-01T00:15:33,46.17389,-123.10612,0.0,57.5,130.0,PAC ACHERNAR,IMO9913676,VRUA5,70.0,1.0,199.0,32.0,7.0,70.0,A
368279270,2023-01-01T00:07:08,30.7601,-88.04912,0.0,263.5,176.0,JULEANN TORRENCE,,WDN4244,52.0,15.0,26.0,12.0,2.7,52.0,A
477878000,2023-01-01T00:15:39,48.47471,-125.4794,12.1,89.6,91.0,SAGA MONAL,IMO9117739,VRZQ9,70.0,0.0,199.0,32.0,13.5,70.0,A
368051270,2023-01-01T00:12:51,34.63099,-92.17243,3.9,338.2,345.0,JOHN T JANOUSH,,WDK4044,31.0,15.0,34.0,11.0,0.0,31.0,A
369990461,2023-01-01T00:05:32,39.93424,-75.14126,0.1,360.0,511.0,CG29461,,,51.0,0.0,8.0,3.0,1.0,51.0,A
367299720,2023-01-01T00:06:53,32.08079,-81.08569,0.0,223.4,511.0,SAVANNAH RIVER QUEEN,,WDD8559,60.0,5.0,38.0,8.0,,60.0,A
368072050,2023-01-01T00:06:31,29.78544,-95.09148,0.0,18.0,355.0,BOWIE,,WDK6183,52.0,5.0,28.0,12.0,3.1,52.0,A
366759130,2023-01-01T00:15:24,47.81782,-122.41753,17.0,94.5,99.0,WSF PUYALLUP,IMO9137363,WCY7938,60.0,0.0,138.0,27.0,5.3,60.0,A
366831480,2023-01-01T00:01:32,41.38133,-71.51262,0.0,328.1,511.0,BLACK SHEEP,IMO8036940,WDA6358,30.0,,21.0,6.0,,,B
369113000,2023-01-01T00:10:34,27.62245,-80.10818,9.5,168.9,169.0,BARBARA CAROL ANN MO,IMO9789764,WDI6298,57.0,12.0,188.0,24.0,5.6,57.0,A
367641580,2023-01-01T00:05:14,38.32693,-85.65692,0.0,139.1,335.0,ALEXA CLAIRE,,WDH6785,31.0,12.0,14.0,,,31.0,A
367776280,2023-01-01T00:15:48,24.54548,-81.81417,3.8,159.2,511.0,ARGO NAVIS,,WDJ4296,60.0,,,,,,B
368271960,2023-01-01T00:07:35,25.31149,-80.28011,0.0,8.5,511.0,CHONY,IMO0000000,,37.0,,27.0,0.0,,,B
538007911,2023-01-01T00:08:37,31.75347,-118.25665,2.3,130.1,136.0,CAPE TAURA,IMO9407251,V7MT6,89.0,0.0,229.0,32.0,8.0,89.0,A
367721520,2023-01-01T00:10:11,26.3431,-80.07718,0.0,287.9,89.0,DUE PROCESS,,WDI6717,37.0,5.0,,,,37.0,A
316009165,2023-01-01T00:04:57,49.13001,-122.29571,0.3,31.0,511.0,SEA IMP VIII,IMO8703191,,31.0,0.0,12.0,5.0,0.6,31.0,A
366995670,2023-01-01T00:12:10,28.94877,-95.32761,5.0,151.3,159.0,PACESETTER,,WDC2620,31.0,12.0,15.0,6.0,,57.0,A
367143380,2023-01-01T00:12:27,37.04689,-89.30577,4.2,142.9,133.0,MICHAEL POINDEXTER,,WDD4332,31.0,0.0,41.0,14.0,,57.0,A
368183000,2023-01-01T00:07:55,44.60538,-86.40484,12.3,15.3,15.0,GREAT REPUBLIC,IMO7914236,WDH7561,70.0,0.0,193.0,20.0,8.4,70.0,A
366878280,2023-01-01T00:17:32,36.90672,-76.08853,0.1,180.5,511.0,PATAPSCO,,WDG6965,90.0,0.0,16.0,5.0,,50.0,A
636022374,2023-01-01T00:01:53,39.25712,-76.56513,0.0,359.9,356.0,OMAHA,IMO9363041,5LIM3,70.0,5.0,292.0,45.0,13.2,70.0,A
368095070,2023-01-01T00:12:13,26.21221,-80.10021,0.0,360.0,511.0,DELI MAVI,IMO0000000,WDK8537,37.0,,0.0,0.0,,,B
367646810,2023-01-01T00:06:55,25.77849,-80.09232,0.0,176.7,176.0,EMERY ZIDELL,IMO9767924,WDH7301,31.0,0.0,35.0,10.0,,90.0,A
368260710,2023-01-01T00:07:27,36.99801,-76.27854,5.0,251.4,252.0,THOR,,WDN2293,99.0,0.0,24.0,9.0,0.0,99.0,A
367455770,2023-01-01T00:05:01,29.31281,-94.78844,0.0,167.1,54.0,SR AMERICAN PROGRESS,IMO9118628,KAWM,80.0,5.0,183.0,32.0,12.2,89.0,A
367683590,2023-01-01T00:09:04,39.71233,-91.35438,0.0,360.0,511.0,SIR RANDALL,,WDI2967,31.0,15.0,16.0,,,31.0,A
316011319,2023-01-01T00:16:04,49.29198,-122.88319,0.0,76.5,76.0,MIRANDA II,IMO0000000,,36.0,,10.0,3.0,,,B
311492000,2023-01-01T00:03:28,27.64495,-82.61583,15.2,217.0,216.0,SERENADE OF THE SEAS,IMO9228344,C6FV8,60.0,0.0,293.0,32.0,8.5,60.0,A
338180096,2023-01-01T00:03:05,34.16718,-119.22689,0.0,8.3,511.0,UNCOMMON SENSE,,,37.0,,14.0,,,,B
367532830,2023-01-01T00:09:52,29.64015,-89.92968,0.0,293.6,125.0,CAROL MCMANUS,IMO8836651,WDG4087,31.0,0.0,49.0,15.0,,57.0,A
229202000,2023-01-01T00:18:46,29.32105,-89.38131,13.2,144.8,147.0,DENSA HAWK,IMO9649093,9HA3146,70.0,0.0,187.0,27.0,10.9,70.0,A
367481570,2023-01-01T00:01:19,38.58909,-90.19813,0.7,293.8,511.0,KATHERINE B WAYNE,,WDF7148,31.0,0.0,21.0,9.0,,31.0,A
316003124,2023-01-01T00:10:26,42.02667,-82.60188,0.0,324.3,511.0,PELEE ISLANDER,IMO5273274,VC4084,60.0,0.0,44.0,9.0,2.3,60.0,A
368147620,2023-01-01T00:10:03,29.70473,-95.04576,0.0,256.8,511.0,UNBRIDLED,IMO121954100,WDL6123,90.0,0.0,18.0,11.0,0.0,90.0,A
636013055,2023-01-01T00:02:20,30.43362,-91.19598,0.0,0.0,3.0,KANPUR,IMO9299771,A8KG8,80.0,15.0,243.0,42.0,14.9,80.0,A
538070338,2023-01-01T00:10:48,26.09786,-80.167,0.0,193.6,36.0,KAUHALE KAI,,V7MC9,37.0,0.0,23.0,7.0,,37.0,A
367679730,2023-01-01T00:17:18,47.65661,-122.37963,0.0,46.1,511.0,MARTHA,IMO0000000,WDI2591,30.0,,18.0,5.0,,,B
368118150,2023-01-01T00:14:33,47.39793,-122.32996,0.0,360.0,511.0,FROLIC,IMO0000000,WDL3075,36.0,,13.0,4.0,,,B
368060930,2023-01-01T00:09:12,30.13249,-90.92081,0.0,252.0,511.0,GUN RUNNER,,WDK5024,31.0,0.0,18.0,6.0,3.0,31.0,A
367164240,2023-01-01T00:05:54,29.86061,-93.93922,0.0,278.0,511.0,ELEANOR F MORAN,IMO9415753,WDD5824,31.0,0.0,28.0,9.0,3.4,52.0,A
235099749,2023-01-01T00:15:54,18.43888,-64.76597,0.4,137.0,74.0,NAIA,IMO9462782,2GQV2,90.0,1.0,73.0,13.0,4.2,37.0,A
367425680,2023-01-01T00:12:16,42.35135,-71.03854,0.0,360.0,511.0,BLACK BEAUTY,IMO8037724,WDF2175,30.0,,19.0,6.0,,,B
316001834,2023-01-01T00:11:58,46.45472,-84.50115,4.7,74.5,73.0,FRONTENAC,IMO6804848,VGNB,70.0,0.0,222.0,22.0,8.2,70.0,A
244848000,2023-01-01T00:16:21,29.7587,-95.07112,9.5,125.7,131.0,DONAUGRACHT,IMO9420837,PBSY,70.0,0.0,156.0,22.0,10.3,70.0,A
368095380,2023-01-01T00:01:06,29.23801,-95.01936,5.4,226.3,224.0,NEVA CALLAIS,IMO1281792,WDK8566,57.0,12.0,115.0,34.0,3.1,52.0,A
338095972,2023-01-01T00:01:08,32.71458,-117.23245,0.0,358.4,511.0,SANDPIPER 2,,,37.0,,10.0,3.0,,,B
368050130,2023-01-01T00:16:39,32.10495,-81.11967,0.0,275.2,511.0,MR MIKE,,WDK3928,31.0,0.0,17.0,8.0,2.4,31.0,A
367515210,2023-01-01T00:02:19,29.57676,-90.6056,0.0,174.0,511.0,CAPT CLAUDE,,WDG2394,31.0,12.0,16.0,6.0,,52.0,A
367666060,2023-01-01T00:06:49,33.91668,-78.02332,0.0,257.9,511.0,CAPE FEAR PILOT III,,WDH9241,50.0,15.0,15.0,,,50.0,A
367793280,2023-01-01T00:12:16,27.88267,-82.53225,0.0,134.0,511.0,ENDLESS C'S,,WDJ5992,37.0,,,,,,B
366857940,2023-01-01T00:03:42,29.43809,-90.2993,0.0,248.7,511.0,JESSICA ELIZABETH,IMO8974415,WDA8774,60.0,0.0,48.0,9.0,2.5,20.0,A
367624510,2023-01-01T00:10:44,28.95864,-91.4176,6.4,86.7,511.0,SWORDFISH,IMO8764755,WDH5099,90.0,1.0,34.0,19.0,,90.0,A
368067880,2023-01-01T00:02:46,28.70629,-80.78898,8.3,227.8,511.0,DOLPHIN,IMO0000000,WDK5743,37.0,,17.0,6.0,,,B
366811310,2023-01-01T00:03:32,47.57368,-122.34499,0.0,304.1,193.0,JAMES T QUIGG,IMO7129477,WDA4612,31.0,5.0,32.0,9.0,,31.0,A
367758160,2023-01-01T00:00:50,40.71051,-74.04481,0.0,4.0,135.0,S/V NO DOUBT,IMO0000000,WDJ2421,36.0,,16.0,4.0,,,B
538007668,2023-01-01T00:13:57,24.39337,-79.73195,12.4,322.5,325.0,NOMADIC MILDE,IMO9463554,V7ZW7,70.0,0.0,138.0,21.0,8.1,79.0,A
367417570,2023-01-01T00:14:11,30.27853,-89.10564,6.9,89.7,93.0,NICEVILLE,,WDE9467,31.0,5.0,23.0,10.0,,57.0,A
367414780,2023-01-01T00:14:27,28.86425,-89.61172,3.2,94.6,511.0,ELLIOT CHERAMIE,IMO9202326,WDE9213,90.0,0.0,44.0,10.0,3.0,0.0,A
366971520,2023-01-01T00:18:20,28.75832,-95.67817,2.3,58.6,63.0,JERRY W TICHENOR,IMO8992144,WDB9187,31.0,12.0,20.0,9.0,,57.0,A
368117370,2023-01-01T00:16:16,40.7307,-74.01291,0.0,360.0,511.0,CORNUCOPIA DESTINY,,WDL2996,99.0,0.0,29.0,10.0,2.0,99.0,A
351008000,2023-01-01T00:04:31,36.78923,-75.44366,10.7,92.0,90.0,BRIGHT WIND,IMO9582972,3FDT8,70.0,0.0,228.0,32.0,14.4,70.0,A
368037750,2023-01-01T00:05:52,25.79135,-80.17334,0.0,3.0,82.0,WINGS SPREAD,,WDK2670,37.0,5.0,28.0,8.0,1.3,37.0,A
338405303,2023-01-01T00:02:35,32.72584,-117.19028,0.0,247.9,511.0,KNOT FOR SAIL,IMO0000000,,37.0,,14.0,5.0,,,B
368014430,2023-01-01T00:09:13,27.84106,-97.51042,0.0,263.8,127.0,ANGELA RENEE,IMO974700000,WDJ8234,31.0,12.0,23.0,11.0,2.9,31.0,A
367007770,2023-01-01T00:10:55,29.8595,-90.06548,0.0,252.9,511.0,LADY JOSIE,,WDC3433,31.0,0.0,19.0,8.0,,57.0,A
367534680,2023-01-01T00:02:20,29.34695,-94.82182,0.0,55.1,54.0,CAPT NILES SHOEMAKER,,WDG4261,31.0,0.0,25.0,,,57.0,A
367160090,2023-01-01T00:08:51,47.05623,-122.89663,0.1,360.0,511.0,EMMA JO,IMO0000000,WDD5559,37.0,,15.0,5.0,,,B
367057860,2023-01-01T00:00:05,39.99929,-90.49763,4.2,62.9,64.0,JOHN D NUGENT,,WDC6557,31.0,12.0,40.0,14.0,,57.0,A
367543390,2023-01-01T00:05:24,28.36131,-96.58476,5.5,60.5,61.0,MICHAEL A DUHON,,WDG5108,31.0,0.0,20.0,,,57.0,A
368052740,2023-01-01T00:12:21,26.84905,-80.06711,0.0,183.9,97.0,SEA LA VIE,IMO0000000,WDK4190,37.0,,18.0,6.0,,,B
367439830,2023-01-01T00:13:18,46.16904,-123.91375,0.0,360.0,511.0,KELTIE,,WCZ7332,30.0,,17.0,6.0,,,B
354791000,2023-01-01T00:05:15,27.81245,-89.36116,3.5,131.1,121.0,VICTORY-G,IMO9318838,3ECY4,90.0,0.0,53.0,13.0,3.5,70.0,A
368110070,2023-01-01T00:07:50,29.61426,-95.01857,0.0,286.4,270.0,MAZU,IMO9892470,WDL2219,52.0,5.0,30.0,13.0,6.0,52.0,A
367605850,2023-01-01T00:06:41,40.70625,-74.12042,0.0,226.2,341.0,HMS JUSTICE,,WDH3254,31.0,0.0,22.0,,,31.0,A
366992040,2023-01-01T00:18:14,29.25154,-89.35798,0.0,284.6,511.0,OCEAN PRIDE,,WDC2374,31.0,0.0,19.0,7.0,,52.0,A
338438056,2023-01-01T00:11:54,29.88131,-89.63377,0.3,151.4,511.0,DREDGE MIKE HOOKS,,,33.0,3.0,71.0,13.0,0.0,33.0,A
316042989,2023-01-01T00:06:16,49.15361,-125.90088,0.1,167.9,511.0,NELLIE MONA,IMO0000000,NELLMNA,30.0,,6.0,0.0,,,B
368005910,2023-01-01T00:13:12,29.12041,-90.20316,0.0,247.5,511.0,MR C,IMO9269386,WDJ7354,60.0,0.0,51.0,9.0,1.8,69.0,A
367393180,2023-01-01T00:01:22,45.69759,-122.86927,0.4,360.0,511.0,BUBINGA,IMO0000000,WDE7430,37.0,,15.0,6.0,,,B
367780940,2023-01-01T00:13:18,47.58668,-122.66276,0.0,0.0,511.0,WANDA MAE,IMO0000000,WDJ4768,37.0,,15.0,5.0,,,B
368020980,2023-01-01T00:03:00,27.93982,-82.44136,0.0,221.2,511.0,ASSATEAGUE,IMO9816892,WDJ8905,31.0,5.0,145.0,17.0,4.8,31.0,A
367428330,2023-01-01T00:04:07,27.22832,-90.89887,9.5,292.7,292.0,LAURIE ANN REINAUER,IMO9575876,WDF2460,31.0,0.0,37.0,11.0,,57.0,A
366966060,2023-01-01T00:11:47,29.29271,-84.81148,7.5,289.9,286.0,CONSORT,IMO8317693,WDH6873,31.0,0.0,32.0,9.0,4.2,31.0,A
249456000,2023-01-01T00:10:32,29.58567,-93.25333,0.1,172.0,149.0,HAFNIA ANDROMEDA,IMO9461661,9HA4253,80.0,1.0,183.0,32.0,12.6,89.0,A
367768250,2023-01-01T00:15:30,27.84016,-97.06894,1.8,169.3,511.0,R E STOTZER JR,,WDJ3467,60.0,5.0,,,,60.0,A
477105200,2023-01-01T00:11:07,39.56237,-70.13897,14.1,296.8,298.0,SAGA DISCOVERY,IMO9317418,VRBR8,70.0,0.0,199.0,30.0,11.8,79.0,A
367180940,2023-01-01T00:14:47,25.8235,-80.1239,0.0,264.4,194.0,USHER,,WDG9138,37.0,5.0,46.0,8.0,,37.0,A
367073370,2023-01-01T00:06:43,30.04654,-90.64142,10.5,299.6,511.0,JOAN TURECAMO,IMO7902025,WDC7564,31.0,0.0,34.0,9.0,4.4,52.0,A
367615770,2023-01-01T00:03:17,29.40856,-94.74058,0.5,295.7,39.0,KATHY AZLIN,,WDH4252,31.0,12.0,32.0,,,57.0,A
636092952,2023-01-01T00:15:58,45.64116,-122.7325,0.0,24.8,111.0,MOONBEAM,IMO9493987,D5WW2,70.0,1.0,190.0,32.0,6.6,70.0,A
338236211,2023-01-01T00:12:48,29.31794,-94.77817,0.0,351.5,511.0,SOUTHERN CROSS,IMO0000000,,37.0,,18.0,8.0,,,B
368265850,2023-01-01T00:05:16,47.80727,-122.39416,0.0,168.3,511.0,ROYAL VIKING,IMO0000000,WDN2841,37.0,,5.0,0.0,,,B
